url,state,constituency,osn,candidate_name,total_votes,vote_percent,evm_votes,party,postal_votes
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),2,MANOJ KUMAR,86406,8.86,86187,Bahujan Samaj Party,219
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),3,MEIRA KUMAR,329055,33.76,326373,Indian National Congress,2682
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),4,DHARMRAJ PASWAN,5978,0.61,5974,Lok Jan Vikas Morcha,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),5,NIRMALA DEVI,1702,0.17,1691,Pragatishil Samajwadi Party (Lohia),11
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),6,VIDYA JYOTI,2746,0.28,2732,Bahujan Mukti Party,14
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),7,SATYA NARAYAN RAM,4770,0.49,4770,Ambedkarite Party of India,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),8,ASHOK KUMAR PASWAN,2665,0.27,2664,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),9,ASHOK BAITHA,10029,1.03,9973,Independent,56
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),10,RAGHUNI RAM SHASTRI,2421,0.25,2416,Independent,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),11,RAJANIKANT CHOUDHARY,3557,0.36,3556,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),12,RAMEKBAL RAM,6410,0.66,6408,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),13,SATYA NARAYAN PASWAN,5222,0.54,5222,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0434.htm?ac=34,Bihar,Sasaram (SC),14,NOTA,18988,1.95,18914,None of the Above,74
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,1,Mukesh Kumar Jha,12470,1.24,12417,Bahujan Samaj Party,53
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,2,RAMA DEVI,608678,60.59,606581,Bharatiya Janata Party,2097
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,3,Shamim Alam,13269,1.32,13239,Nationalist Congress Party,30
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,4,SYED FAISAL ALI,268318,26.71,266870,Rashtriya Janata Dal,1448
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,5,Anil Kumar,5779,0.58,5774,Jan Adhikar Party,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,6,Anand Kumar Maurya,1814,0.18,1813,Bahujan Azad Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,7,UPENDRA SAHANI,7281,0.72,7278,Rashtriya Jansambhavna Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,8,Jagdish Prasad,4563,0.45,4562,Bajjikanchal Vikas Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,9,Devendra Prasad Singh,2640,0.26,2631,All India Forward Bloc,9
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,10,Nabi Hussain,1992,0.2,1990,Bharat Prabhat Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,11,PRABHU NARAYAN,2499,0.25,2496,Shivsena,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,12,SHYAM KUMAR,5066,0.5,5065,Rashtriya Hind Sena,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,13,Anil Kumar Tiwari,10679,1.06,10678,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,14,Abul Kalam Khan,6084,0.61,6083,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,15,Kedar Nath Prasad,18426,1.83,18425,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,16,Raj Kumar Parsad,13704,1.36,13701,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,17,Ram Dayal Prasad,3142,0.31,3140,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,18,Vijay Nandan Paswan,11138,1.11,11127,Independent,11
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS044.htm?ac=4,Bihar,Sheohar,19,NOTA,7017,0.7,6971,None of the Above,46
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,1,Arjun Ray,317206,30.53,315230,Rashtriya Janata Dal,1976
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,2,Jasem Ahamad,7112,0.68,7062,Bahujan Samaj Party,50
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,3,Sunil Kumar Pintu,567745,54.65,565533,Janata Dal  (United),2212
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,4,Braj Kishor,6307,0.61,6305,All India Forward Bloc,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,5,Mohan Sah,3064,0.29,3046,Kisan Party of India,18
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,6,Raghunath Kumar,9009,0.87,8947,Aam Aadmi Party,62
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,7,Ravindra Kumar Chandra urf Dr. Raja Babu,2475,0.24,2464,Bhartiya Mitra Party,11
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,8,Raj Kishore Prasad,5965,0.57,5963,Proutist Bloc, India,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,9,Surendra Kumar,4240,0.41,4233,Bajjikanchal Vikas Party,7
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,10,Amit Chaudhary urf Madhav Chaudhary,9837,0.95,9749,Independent,88
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,11,Chandrika Prasad,2663,0.26,2662,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,12,Dr. Junaid Khan,3298,0.32,3298,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,13,Thakur Chandan Kumar Singh,7287,0.7,7285,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,14,Dharmendra Kumar,20487,1.97,20485,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,15,Nand Kishore Gupta,6588,0.63,6587,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,16,Mahesh Nandan Singh,17270,1.66,17270,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,17,Ramesh Kumar Mishra,11056,1.06,11054,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,18,Lalbabu Paswan,5192,0.5,5189,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,19,Vinod Sah,17724,1.71,17724,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,20,Shashi Kumar Singh,4006,0.39,4003,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS045.htm?ac=5,Bihar,Sitamarhi,21,NOTA,10318,0.99,10278,None of the Above,40
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,1,Kavita Singh,448473,45.54,447171,Janata Dal  (United),1302
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,2,Balmiki Prasad Gupta,8467,0.86,8433,Bahujan Samaj Party,34
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,3,Hena Shahab,331515,33.66,330363,Rashtriya Janata Dal,1152
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,4,Amar Nath Yadav,74644,7.58,74554,Communist Party of India  (Marxist-Leninist)  (Liberation),90
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,5,Narad Pandit,3615,0.37,3604,Bharatiya Samta Samaj Party,11
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,6,Parmanand Gond,2069,0.21,2062,Swatantra Samaj Party,7
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,7,Bijay bahadur Singh,2756,0.28,2754,Rashtriya Sahyog Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,8,Rohit Kumar Yadav,2364,0.24,2360,Sanyukt Vikas Party,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,9,Shabana,2107,0.21,2103,Jai Prakash Janata Dal,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,10,Sudhir Kuamr Singh,2701,0.27,2686,Shivsena,15
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,11,Anil Kumar Verma,5260,0.53,5260,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,12,Abhishek Kumar Alias Rinku Ji,3573,0.36,3573,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,13,Amarjit Prasad,7671,0.78,7668,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,14,Upendra Kumar Giri,17353,1.76,17352,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,15,Jai Prakash Prasad Alias J.P.Bhai,5964,0.61,5964,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,16,Deva Kant Mishra Alias Munna Bhaiya,36459,3.7,36458,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,17,Madhuri Pandey,12928,1.31,12927,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,18,Sanjay Prajapatee,2354,0.24,2352,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,19,Satyendra Kushwaha,6051,0.61,6043,Independent,8
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0418.htm?ac=18,Bihar,Siwan,20,NOTA,8486,0.86,8464,None of the Above,22
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,1,Kiran Devi,11108,1,11079,Bahujan Samaj Party,29
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,2,Dileshwar Kamait,597377,53.78,596807,Janata Dal  (United),570
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,3,Ranjeet Ranjan,330524,29.76,330258,Indian National Congress,266
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,4,Md. Abul Kalam Azad,13693,1.23,13693,Jai Hind Party,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,5,Krishan dev Mandal,3552,0.32,3534,Rashtravadi Janata Party,18
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,6,Dip Narayan Mandal,2775,0.25,2742,Shivsena,33
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,7,Naveen Kumar Singh,3010,0.27,3010,Bihar Lok Nirman Dal,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,8,Pramod Kumar Nirala,4043,0.36,4042,Vanchit Samaj Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,9,Bhim Kumar Gupta,3545,0.32,3545,Jammu & Kashmir National Panthers Party,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,10,Sanjay Sardar,6313,0.57,6313,Lok Sewa Dal,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,11,Sanjeet Kumar Choudhary,11093,1,11091,Aam Janta Party Rashtriya,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,12,Satya Narayan Mehta,6336,0.57,6333,Jan Adhikar Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,13,Md. Afroj Alam,6997,0.63,6995,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,14,Anand Pathak,15392,1.39,15389,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,15,Dinesh Prasad Yadav,23045,2.07,23033,Independent,12
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,16,Binod Kumar Sahu,19277,1.74,19277,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,17,Rajesh Kumar S/O- Jawahar Lal Das,6729,0.61,6729,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,18,Rajesh Kumar S/O- Yugeshwar Sah,20320,1.83,20317,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,19,Sandip Kumar Singh,11534,1.04,11534,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,20,Sudhakar Jha,4799,0.43,4797,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS048.htm?ac=8,Bihar,Supaul,21,NOTA,9343,0.84,9322,None of the Above,21
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,1,Ajay Kumar,27577,2.85,27482,Communist Party of India  (Marxist),95
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,2,Upendra Kushwaha,266628,27.51,265891,Rashtriya Lok Samta Party,737
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,3,Navin Kumar,9699,1,9655,Bahujan Samaj Party,44
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,4,Nityanand Rai,543906,56.11,542341,Bharatiya Janata Party,1565
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,5,Dr. Ajay Singh Almust,10051,1.04,10050,Rashtriya Samta Party (Secular),1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,6,Amrendra Kumar Yadav,2186,0.23,2181,Pragatishil Samajwadi Party (Lohia),5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,7,A M Izharul Haque,1842,0.19,1840,Sathi Aur Aapka Faisala Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,8,Kumar Gaurav,2367,0.24,2363,Jai Prakash Janata Dal,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,9,Jay Narayan Sah,4724,0.49,4722,Bajjikanchal Vikas Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,10,Manoj Kumar,2364,0.24,2362,Janta Raj Vikas Party,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,11,Raj Kumar Chauhan,4241,0.44,4237,Bihar Lok Nirman Dal,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,12,Lalan Kumar Roy,7535,0.78,7534,Baliraja Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,13,Allamaa Shiblee Nomanee Halami,16359,1.69,16357,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,14,Pranav Kumar,6074,0.63,6073,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,15,Mamta Kumari,23590,2.43,23582,Independent,8
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,16,MD. Anwar,13934,1.44,13933,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,17,Ramashray Thakur,4942,0.51,4940,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,18,Sudhir Kumar Ray,6831,0.7,6831,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0422.htm?ac=22,Bihar,Ujiarpur,19,NOTA,14434,1.49,14405,None of the Above,29
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,1,Raghuvansh Prasad Singh,333631,31.04,332707,Rashtriya Janata Dal,924
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,2,Veena Devi (W/o Dinesh Prasad Singh),568215,52.87,566707,Lok Jan Shakti Party,1508
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,3,Shankar Mahto,14351,1.34,14269,Bahujan Samaj Party,82
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,4,Amit Vikram,4531,0.42,4530,Jantantrik Vikas Party,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,5,Dhanvanti Devi,2384,0.22,2380,Lok  Chetna  Dal,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,6,Naresh Ram,3327,0.31,3318,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),9
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,7,Balak Nath Sahani,2055,0.19,2047,Rashtriya mahan Gantantra Party,8
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,8,Rameshwar Sah,2718,0.25,2714,Rashtriya Pragati Party,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,9,Reshami Devi,3767,0.35,3764,Bajjikanchal Vikas Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,10,Vidya Bhushan,3978,0.37,3975,Sapaks Party,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,11,Satish Kumar Mishra,6518,0.61,6512,Rashtriya Jansambhavna Party,6
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,12,Sushma Kumari,5751,0.54,5747,Garib Janshakti Party,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,13,Abhay Kumar Sharma,8853,0.82,8849,Independent,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,14,Arvind Kumar Singh,9218,0.86,9212,Independent,6
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,15,Abha Rai,27497,2.56,27496,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,16,Ismohamad alias Md. Munna,21857,2.03,21855,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,17,Pankaj Kumar,11981,1.11,11979,Independent,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,18,Rinkoo Devi,16738,1.56,16734,Independent,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,19,Laljee Kumar Rakesh,5535,0.52,5535,Independent,0
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,20,Beena Devi (W/o Ajit Kumar Ray),3254,0.3,3249,Independent,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,21,Sudha Rani,2691,0.25,2684,Independent,7
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,22,Suresh Kumar Gupta,6663,0.62,6662,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS0416.htm?ac=16,Bihar,Vaishali,23,NOTA,9217,0.86,9176,None of the Above,41
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,1,DEEPAK YADAV,62963,6.1,62816,Bahujan Samaj Party,147
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,2,BAIDYANATH PRASAD MAHTO,602660,58.39,601227,Janata Dal  (United),1433
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,3,SHASHWAT KEDAR,248044,24.03,247319,Indian National Congress,725
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,4,DURGESH SINGH CHAUHAN,7917,0.77,7914,Bihar Lok Nirman Dal,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,5,BHOLA RAY,7871,0.76,7866,Suheldev Bharatiya Samaj Party,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,6,MANOJ KUMAR,4175,0.4,4170,Janhit Kisan Party,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,7,RAKESH KEWAT,12811,1.24,12805,Rashtriya Hind Sena,6
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,8,RAJESH KUSHWAHA,4583,0.44,4578,Rashtriya Sarvjan Vikas Party,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,9,SHIV KUMAR CHAUDHARY,4825,0.47,4823,Bharatiya Bahujan Congress,2
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,10,SUSHMA DEVI,11933,1.16,11896,Shivsena,37
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,11,MUNNA SINGH,6136,0.59,6133,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,12,RAMESH PRASAD,8964,0.87,8961,Independent,3
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,13,SURESH SAH,14870,1.44,14869,Independent,1
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseS041.htm?ac=1,Bihar,Valmiki Nagar,14,NOTA,34338,3.33,34311,None of the Above,27
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU021.htm?ac=1,Chandigarh,CHANDIGARH,1,KIRRON KHER,231188,50.64,230967,Bharatiya Janata Party,221
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU021.htm?ac=1,Chandigarh,CHANDIGARH,2,PAWAN KUMAR BANSAL,184218,40.35,184117,Indian National Congress,101
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU021.htm?ac=1,Chandigarh,CHANDIGARH,3,PARVEEN KUMAR,7396,1.62,7391,Bahujan Samaj Party,5
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU021.htm?ac=1,Chandigarh,CHANDIGARH,4,AVINASH SINGH SHARMA,3186,0.7,3182,Chandigarh Ki Aawaz Party,4
http://results.eci.gov.in/pc/en/constituencywise/ConstituencywiseU021.htm?ac=1,Chandigarh,CHANDIGARH,5,GURMAIL SINGH,164,0.04,164,All India Forward Bloc,0
